predicted class,x,y
Labrale superius,449.5,285.5
Upper lip,453.0,297.5
Stms,441.0,309.5
Upper embrasure,425.0,309.5
Lower embrasure,421.0,312.5
Stmi,437.5,309.5
Lower lip,444.5,325.0
Labial Inferius,440.5,333.0
Soft tissue b point,433.0,345.0
Soft tissue pogonion,433.0,369.0
Soft tissue Gnathion,429.5,389.0
Soft tissue Menton,409.0,400.5
Cervical point,353.5,409.5
Nasion,425.0,149.5
Sella,293.5,181.0
Porion,253.0,217.5
Orbitale,409.0,209.0
Pterygoid,333.5,209.0
Basion,249.0,261.0
ANS,437.5,258.0
PNS,337.5,265.0
A point,425.0,269.0
B point,409.0,357.5
Protuberance menti,406.0,373.5
Pogonion,405.5,381.5
Menton,394.0,397.0
Go-1 Corpuus left,289.5,341.5
Go-2 Ramus down,273.0,265.0
Articulare,269.0,241.0
R3,306.0,253.5
R1,337.5,285.5
Maxilla 1 crown,429.0,321.0
Maxilla 1 root,418.0,273.5
Mandible 1 crown,422.0,313.5
Mandible 1 root,405.5,349.5
Maxilla 6 distal,361.0,298.0
Maxilla 6 root,373.5,269.5
Mandible 6 distal,361.0,309.0
Mandible 6 root,349.5,337.5
Glabella,440.5,125.0
Soft tissue naison,437.0,166.0
Dorsum of nose,470.0,221.5
pronasale,480.0,241.5
Colunella,469.0,261.5
Subnasalle,453.5,265.5
Soft tissue A point,449.5,273.0
Labrale superius,453.0,293.5
Upper lip,457.0,301.5
Stms,445.0,313.5
Upper embrasure,433.5,313.5
Lower embrasure,429.5,317.0
Stmi,441.0,317.0
Lower lip,449.0,329.5
Labial Inferius,445.0,337.0
Soft tissue b point,433.0,353.0
Soft tissue pogonion,429.0,381.0
Soft tissue Gnathion,416.5,401.0
Soft tissue Menton,394.0,413.0
Cervical point,325.0,409.0
Nasion,417.0,145.5
Sella,289.5,184.5
Porion,249.0,229.0
Orbitale,405.5,205.0
Pterygoid,329.5,213.0
Basion,249.5,273.0
ANS,433.5,253.5
PNS,333.5,269.0
A point,425.0,265.5
B point,413.0,349.0
Protuberance menti,417.5,365.5
Pogonion,421.0,377.5
Menton,409.5,393.0
Go-1 Corpuus left,293.5,365.5
Go-2 Ramus down,273.0,276.5
Articulare,264.5,257.5
R3,306.0,265.5
R1,337.5,297.5
Maxilla 1 crown,425.0,317.0
Maxilla 1 root,418.0,269.5
Mandible 1 crown,421.5,310.0
Mandible 1 root,409.5,345.5
Maxilla 6 distal,361.0,306.0
Maxilla 6 root,373.5,273.0
Mandible 6 distal,361.5,313.0
Mandible 6 root,357.5,345.0
Glabella,429.5,125.5
Soft tissue naison,429.0,161.5
Dorsum of nose,461.5,217.5
pronasale,472.5,237.5
Colunella,465.0,253.5
Subnasalle,449.0,261.5
Soft tissue A point,449.5,265.0
Labrale superius,453.0,289.5
Upper lip,457.0,297.5
Stms,445.0,313.0
Upper embrasure,429.5,310.5
Lower embrasure,425.0,317.0
Stmi,441.0,313.0
Lower lip,449.0,329.0
Labial Inferius,445.0,337.0
Soft tissue b point,437.0,349.5
Soft tissue pogonion,441.0,377.0
Soft tissue Gnathion,433.0,397.5
Soft tissue Menton,413.0,409.0
Cervical point,353.0,429.0
Nasion,417.5,149.0
Sella,285.0,173.0
Porion,241.5,213.0
Orbitale,398.0,205.0
Pterygoid,325.5,205.5
Basion,241.0,257.0
ANS,429.0,253.0
PNS,333.0,257.5
A point,421.0,265.0
B point,405.5,349.0
Protuberance menti,409.5,365.0
Pogonion,409.5,377.0
Menton,397.5,397.0
Go-1 Corpuus left,293.5,345.5
Go-2 Ramus down,265.0,261.0
Articulare,257.5,241.5
R3,302.0,254.0
R1,333.0,285.5
Maxilla 1 crown,421.0,312.5
Maxilla 1 root,413.5,269.0
Mandible 1 crown,417.5,309.5
Mandible 1 root,402.0,341.5
Maxilla 6 distal,357.0,297.5
Maxilla 6 root,369.0,265.5
Mandible 6 distal,357.5,305.0
Mandible 6 root,353.5,337.5
Glabella,433.5,125.5
Soft tissue naison,429.5,161.5
Dorsum of nose,465.5,217.5
pronasale,473.0,238.0
Colunella,465.0,253.5
Subnasalle,445.0,261.5
Soft tissue A point,441.5,268.5
Labrale superius,449.0,289.5
Upper lip,449.0,297.5
Stms,437.0,309.5
Upper embrasure,425.5,310.0
Lower embrasure,421.0,312.5
Stmi,433.0,313.0
Lower lip,437.0,321.5
Labial Inferius,437.0,329.0
Soft tissue b point,429.0,345.5
Soft tissue pogonion,429.0,373.0
Soft tissue Gnathion,421.0,397.0
Soft tissue Menton,401.0,409.0
Cervical point,360.5,421.0
Nasion,437.5,157.5
Sella,301.5,181.0
Porion,249.5,213.5
Orbitale,417.0,213.5
Pterygoid,337.0,213.0
Basion,245.5,261.0
ANS,445.0,269.5
PNS,337.5,270.0
A point,433.5,285.0
B point,417.5,369.5
Protuberance menti,421.5,389.5
Pogonion,421.5,401.0
Menton,410.0,421.0
Go-1 Corpuus left,297.5,349.0
Go-2 Ramus down,273.0,269.0
Articulare,265.0,241.5
R3,309.5,260.5
R1,341.5,297.5
Maxilla 1 crown,437.0,333.0
Maxilla 1 root,426.0,285.0
Mandible 1 crown,430.0,329.0
Mandible 1 root,414.0,365.5
Maxilla 6 distal,369.0,313.5
Maxilla 6 root,381.0,281.0
Mandible 6 distal,365.5,321.0
Mandible 6 root,361.0,353.0
Glabella,458.0,133.5
Soft tissue naison,449.5,177.5
Dorsum of nose,477.0,233.5
pronasale,481.5,257.5
Colunella,473.0,273.5
Subnasalle,461.5,281.5
Soft tissue A point,457.0,289.0
Labrale superius,461.0,309.5
Upper lip,461.0,317.5
Stms,449.0,329.0
Upper embrasure,437.5,326.5
Lower embrasure,433.5,333.0
Stmi,445.5,329.0
Lower lip,453.0,345.0
Labial Inferius,449.0,353.0
Soft tissue b point,441.0,369.0
Soft tissue pogonion,445.0,397.0
Soft tissue Gnathion,433.0,421.0
Soft tissue Menton,409.5,433.0
Cervical point,345.0,433.0
Nasion,433.0,152.5
Sella,301.5,177.0
Porion,258.0,209.5
Orbitale,413.0,217.0
Pterygoid,337.5,209.0
Basion,249.5,257.0
ANS,441.0,273.5
PNS,337.5,265.5
A point,429.5,285.0
B point,401.5,365.5
Protuberance menti,398.0,381.0
Pogonion,397.0,393.0
Menton,385.5,409.0
Go-1 Corpuus left,285.0,341.0
Go-2 Ramus down,273.5,257.0
Articulare,269.5,237.5
R3,309.0,248.5
R1,337.5,293.0
Maxilla 1 crown,429.0,337.0
Maxilla 1 root,421.5,289.0
Mandible 1 crown,422.0,333.5
Mandible 1 root,398.0,361.0
Maxilla 6 distal,369.0,309.5
Maxilla 6 root,381.0,281.5
Mandible 6 distal,369.0,317.0
Mandible 6 root,357.0,345.0
Glabella,450.0,129.5
Soft tissue naison,445.0,169.5
Dorsum of nose,474.0,233.5
pronasale,481.5,261.5
Colunella,473.0,277.5
Subnasalle,457.0,282.0
Soft tissue A point,453.0,289.5
Labrale superius,453.0,313.5
Upper lip,457.0,325.5
Stms,441.5,337.0
Upper embrasure,429.5,334.0
Lower embrasure,425.5,336.5
Stmi,437.0,337.0
Lower lip,445.0,348.5
Labial Inferius,437.0,357.0
Soft tissue b point,425.0,369.0
Soft tissue pogonion,421.5,389.0
Soft tissue Gnathion,409.5,413.0
Soft tissue Menton,389.0,421.5
Cervical point,345.0,437.0
Nasion,433.0,161.5
Sella,289.5,185.0
Porion,249.0,217.5
Orbitale,409.5,217.0
Pterygoid,329.5,213.5
Basion,245.5,261.5
ANS,433.5,265.5
PNS,337.5,265.5
A point,425.5,277.5
B point,413.0,365.5
Protuberance menti,413.0,385.0
Pogonion,413.5,393.5
Menton,397.5,409.5
Go-1 Corpuus left,305.5,345.0
Go-2 Ramus down,273.0,265.0
Articulare,269.0,241.0
R3,309.0,254.0
R1,341.0,293.5
Maxilla 1 crown,429.0,328.5
Maxilla 1 root,417.5,281.0
Mandible 1 crown,422.0,325.0
Mandible 1 root,410.0,361.5
Maxilla 6 distal,365.0,309.5
Maxilla 6 root,377.0,281.0
Mandible 6 distal,368.5,317.0
Mandible 6 root,360.5,349.0
Glabella,450.0,141.5
Soft tissue naison,441.0,181.0
Dorsum of nose,469.5,233.5
pronasale,477.5,253.0
Colunella,469.0,265.5
Subnasalle,449.5,273.0
Soft tissue A point,449.0,281.0
Labrale superius,453.5,301.5
Upper lip,457.0,309.5
Stms,445.0,321.5
Upper embrasure,429.5,322.0
Lower embrasure,429.0,328.5
Stmi,441.0,325.0
Lower lip,453.5,337.5
Labial Inferius,449.0,345.0
Soft tissue b point,437.5,361.0
Soft tissue pogonion,441.0,389.0
Soft tissue Gnathion,425.0,413.5
Soft tissue Menton,401.5,425.0
Nasion,425.0,161.0
Sella,297.5,184.5
Porion,253.0,217.5
Orbitale,405.5,218.0
Pterygoid,329.5,213.5
Basion,249.5,264.5
ANS,433.5,270.0
PNS,333.5,269.0
A point,421.5,285.0
B point,409.5,365.0
Protuberance menti,413.5,381.5
Pogonion,413.5,389.5
Menton,401.5,409.5
Go-1 Corpuus left,293.0,357.5
Go-2 Ramus down,273.0,269.0
Articulare,268.5,245.5
R3,305.5,257.5
R1,333.5,297.0
Maxilla 1 crown,429.0,332.5
Maxilla 1 root,414.0,289.0
Mandible 1 crown,426.0,329.5
Mandible 1 root,405.5,361.5
Maxilla 6 distal,361.0,313.5
Maxilla 6 root,373.5,281.5
Mandible 6 distal,360.5,321.0
Mandible 6 root,353.0,353.0
Glabella,444.5,137.5
Soft tissue naison,434.0,177.5
Dorsum of nose,465.5,233.5
pronasale,473.5,257.5
Colunella,465.0,273.5
Subnasalle,449.0,281.5
Soft tissue A point,449.0,285.0
Labrale superius,453.5,305.5
Upper lip,457.0,317.5
Stms,449.0,329.0
Upper embrasure,433.5,326.0
Lower embrasure,429.0,332.5
Stmi,441.0,329.5
Lower lip,449.0,341.5
Labial Inferius,449.0,353.0
Soft tissue b point,437.0,365.5
Soft tissue pogonion,437.0,389.0
Soft tissue Gnathion,429.0,413.5
Soft tissue Menton,405.5,421.0
Cervical point,325.0,433.0
Nasion,437.5,166.0
Sella,302.0,173.0
Porion,258.0,209.5
Orbitale,413.5,221.0
Pterygoid,337.5,209.0
Basion,249.0,249.5
ANS,437.0,273.5
PNS,333.5,261.5
A point,425.0,289.5
B point,401.0,373.5
Protuberance menti,397.5,389.0
Pogonion,397.5,401.0
Menton,381.5,417.5
Go-1 Corpuus left,289.0,337.5
Go-2 Ramus down,276.5,253.0
Articulare,272.5,233.0
R3,309.5,245.5
R1,333.5,293.0
Maxilla 1 crown,429.0,340.5
Maxilla 1 root,418.0,293.0
Mandible 1 crown,422.0,337.5
Mandible 1 root,397.5,369.0
Maxilla 6 distal,357.0,309.5
Maxilla 6 root,373.5,281.0
Mandible 6 distal,357.5,321.0
Mandible 6 root,345.5,349.5
Glabella,457.0,149.0
Soft tissue naison,449.5,185.5
Dorsum of nose,473.0,241.5
pronasale,478.0,266.0
Colunella,469.0,281.0
Subnasalle,453.0,285.5
Soft tissue A point,449.0,293.0
Labrale superius,453.0,313.5
Upper lip,457.0,325.5
Stms,445.0,337.5
Upper embrasure,429.5,334.5
Lower embrasure,425.5,340.5
Stmi,441.5,341.0
Lower lip,445.5,353.0
Labial Inferius,441.0,361.0
Soft tissue b point,429.0,377.0
Soft tissue pogonion,429.0,401.0
Soft tissue Gnathion,417.5,425.0
Soft tissue Menton,385.0,433.0
Cervical point,313.5,441.0
Nasion,412.5,152.5
Sella,289.0,173.0
Porion,253.5,213.0
Orbitale,397.5,209.0
Pterygoid,325.5,205.0
Basion,253.5,253.5
ANS,421.0,253.5
PNS,329.0,257.5
A point,409.0,265.5
B point,405.5,349.0
Protuberance menti,409.0,361.5
Pogonion,409.0,373.5
Menton,401.5,389.0
Go-1 Corpuus left,301.0,333.5
Go-2 Ramus down,273.5,257.0
Articulare,265.0,237.5
R3,305.0,249.5
R1,333.5,285.5
Maxilla 1 crown,417.5,313.0
Maxilla 1 root,406.0,269.0
Mandible 1 crown,410.0,309.0
Mandible 1 root,401.5,341.5
Maxilla 6 distal,357.0,297.5
Maxilla 6 root,365.0,265.5
Mandible 6 distal,357.5,305.0
Mandible 6 root,353.5,333.5
Glabella,429.0,129.5
Soft tissue naison,422.0,169.5
Dorsum of nose,453.0,221.5
pronasale,461.0,241.5
Colunella,452.5,257.0
Subnasalle,433.5,261.5
Soft tissue A point,433.5,269.0
Labrale superius,441.0,285.5
Upper lip,441.0,297.5
Stms,433.5,309.0
Upper embrasure,417.5,306.0
Lower embrasure,413.5,309.5
Stmi,425.0,309.5
Lower lip,436.5,321.0
Labial Inferius,433.0,329.0
Soft tissue b point,425.0,345.5
Soft tissue pogonion,429.0,373.5
Soft tissue Gnathion,421.0,393.5
Soft tissue Menton,401.5,401.0
Cervical point,349.5,409.5
Nasion,429.0,165.0
Sella,293.5,168.5
Porion,249.0,205.5
Orbitale,405.5,217.0
Pterygoid,326.0,205.0
Basion,241.0,245.5
ANS,429.0,270.0
PNS,325.0,261.5
A point,417.0,281.5
B point,389.5,361.0
Protuberance menti,393.0,377.5
Pogonion,393.0,389.5
Menton,378.0,409.0
Go-1 Corpuus left,277.5,337.5
Go-2 Ramus down,261.0,253.0
Articulare,261.0,229.5
R3,297.0,249.0
R1,321.5,289.5
Maxilla 1 crown,409.0,329.0
Maxilla 1 root,409.5,285.5
Mandible 1 crown,405.5,325.5
Mandible 1 root,386.0,357.5
Maxilla 6 distal,345.5,306.0
Maxilla 6 root,365.0,278.0
Mandible 6 distal,345.0,316.5
Mandible 6 root,337.0,345.0
Glabella,448.5,145.0
Soft tissue naison,437.5,182.0
Dorsum of nose,461.5,237.5
pronasale,469.0,258.0
Colunella,457.0,273.5
Subnasalle,441.0,277.5
Soft tissue A point,437.0,285.0
Labrale superius,437.0,305.5
Upper lip,440.5,317.5
Stms,425.0,329.0
Upper embrasure,413.5,326.0
Lower embrasure,409.0,329.0
Stmi,421.5,329.0
Lower lip,428.5,341.0
Labial Inferius,425.0,349.0
Soft tissue b point,413.5,361.5
Soft tissue pogonion,413.0,389.5
Soft tissue Gnathion,401.0,409.5
Soft tissue Menton,381.0,421.0
Cervical point,321.0,425.0
Nasion,440.5,153.0
Sella,313.5,168.5
Porion,265.5,197.5
Orbitale,417.5,209.0
Pterygoid,345.5,201.0
Basion,262.0,237.5
ANS,445.0,261.5
PNS,345.5,253.0
A point,437.5,273.0
B point,421.0,353.0
Protuberance menti,421.5,369.5
Pogonion,421.5,381.5
Menton,409.5,393.5
Go-1 Corpuus left,309.5,329.5
Go-2 Ramus down,289.0,245.0
Articulare,281.0,221.5
R3,322.5,241.0
R1,345.5,281.5
Maxilla 1 crown,441.0,321.0
Maxilla 1 root,426.0,277.0
Mandible 1 crown,434.0,317.0
Mandible 1 root,417.5,346.0
Maxilla 6 distal,373.0,294.0
Maxilla 6 root,381.0,269.0
Mandible 6 distal,373.0,305.0
Mandible 6 root,365.5,333.5
Glabella,457.0,133.0
Soft tissue naison,450.0,169.0
Dorsum of nose,478.0,221.0
pronasale,485.0,245.5
Colunella,477.0,261.5
Subnasalle,461.0,269.0
Soft tissue A point,461.0,273.5
Labrale superius,465.0,293.5
Upper lip,469.0,305.5
Stms,457.0,317.0
Upper embrasure,441.5,314.0
Lower embrasure,437.0,321.0
Stmi,453.0,317.0
Lower lip,461.0,333.0
Labial Inferius,457.0,341.5
Soft tissue b point,445.0,353.0
Soft tissue pogonion,441.0,381.0
Soft tissue Gnathion,433.0,401.5
Soft tissue Menton,409.5,409.0
Cervical point,349.5,413.5
Nasion,432.5,168.5
Sella,293.5,189.0
Porion,249.5,229.0
Orbitale,413.5,221.0
Pterygoid,333.5,221.0
Basion,245.5,269.5
ANS,437.5,273.5
PNS,337.0,274.0
A point,429.0,285.0
B point,413.5,361.5
Protuberance menti,417.0,377.0
Pogonion,417.0,385.5
Menton,406.0,401.5
Go-1 Corpuus left,293.0,353.5
Go-2 Ramus down,269.0,272.5
Articulare,265.0,253.0
R3,305.5,264.5
R1,337.0,297.5
Maxilla 1 crown,429.0,332.5
Maxilla 1 root,421.5,289.0
Mandible 1 crown,426.0,329.0
Mandible 1 root,409.5,357.5
Maxilla 6 distal,361.0,309.5
Maxilla 6 root,373.5,281.5
Mandible 6 distal,361.5,317.0
Mandible 6 root,357.0,349.0
Glabella,449.5,145.5
Soft tissue naison,442.0,185.0
Dorsum of nose,473.5,241.5
pronasale,478.0,261.5
Colunella,472.5,277.0
Subnasalle,457.0,282.0
Soft tissue A point,453.5,289.0
Labrale superius,457.5,309.5
Upper lip,461.5,317.5
Stms,449.0,329.0
Upper embrasure,433.0,326.0
Lower embrasure,429.0,332.5
Stmi,445.5,329.0
Lower lip,449.0,341.0
Labial Inferius,449.0,349.0
Soft tissue b point,437.0,361.5
Soft tissue pogonion,437.0,389.0
Soft tissue Gnathion,429.0,409.0
Soft tissue Menton,409.5,417.0
Cervical point,341.0,437.5
Nasion,433.5,185.0
Sella,294.0,193.0
Porion,245.5,233.0
Orbitale,414.0,237.0
Pterygoid,333.5,230.5
Basion,245.5,273.0
ANS,441.0,289.5
PNS,333.5,285.5
A point,429.0,301.0
B point,417.0,377.0
Protuberance menti,421.0,389.0
Pogonion,421.0,397.5
Menton,406.0,413.5
Go-1 Corpuus left,289.0,361.0
Go-2 Ramus down,265.0,277.0
Articulare,261.5,257.5
R3,302.0,269.5
R1,337.5,313.5
Maxilla 1 crown,433.5,345.0
Maxilla 1 root,422.0,305.0
Mandible 1 crown,426.0,341.0
Mandible 1 root,414.0,369.5
Maxilla 6 distal,369.0,330.0
Maxilla 6 root,377.0,301.0
Mandible 6 distal,369.0,333.0
Mandible 6 root,358.0,361.5
Glabella,453.0,162.0
Soft tissue naison,445.5,201.0
Dorsum of nose,474.0,253.5
pronasale,480.5,274.0
Colunella,473.0,289.5
Subnasalle,457.5,297.0
Soft tissue A point,453.5,301.5
Labrale superius,461.0,321.5
Upper lip,461.0,333.5
Stms,449.0,341.5
Upper embrasure,437.0,342.0
Lower embrasure,433.5,345.0
Stmi,445.0,345.0
Lower lip,452.5,357.0
Labial Inferius,449.0,361.0
Soft tissue b point,441.0,373.5
Soft tissue pogonion,445.0,397.0
Soft tissue Gnathion,433.5,417.5
Soft tissue Menton,409.0,425.0
Cervical point,349.0,429.5
Nasion,421.5,150.0
Sella,289.0,181.5
Porion,249.5,221.5
Orbitale,405.0,205.0
Pterygoid,329.5,209.0
Basion,249.0,261.5
ANS,433.5,253.5
PNS,337.0,253.5
A point,421.0,265.0
B point,405.5,341.5
Protuberance menti,406.0,357.5
Pogonion,409.0,365.0
Menton,394.0,381.0
Go-1 Corpuus left,293.5,325.5
Go-2 Ramus down,273.0,261.0
Articulare,269.0,241.5
R3,309.0,249.0
R1,337.5,277.0
Maxilla 1 crown,425.0,309.0
Maxilla 1 root,414.0,265.0
Mandible 1 crown,417.5,305.5
Mandible 1 root,402.0,337.5
Maxilla 6 distal,357.0,289.5
Maxilla 6 root,369.0,261.5
Mandible 6 distal,357.5,297.0
Mandible 6 root,349.5,325.5
Glabella,437.0,129.5
Soft tissue naison,433.5,169.5
Dorsum of nose,462.0,221.5
pronasale,472.5,237.5
Colunella,465.0,253.5
Subnasalle,449.0,261.5
Soft tissue A point,445.5,265.0
Labrale superius,453.0,285.5
Upper lip,453.5,297.5
Stms,441.0,309.0
Upper embrasure,425.5,306.0
Lower embrasure,421.0,309.0
Stmi,437.0,309.0
Lower lip,441.0,321.0
Labial Inferius,437.5,325.0
Soft tissue b point,429.0,341.5
Soft tissue pogonion,432.5,365.0
Soft tissue Gnathion,421.0,385.0
Soft tissue Menton,396.5,397.0
Cervical point,345.5,413.0
Nasion,437.5,141.5
Sella,297.0,161.0
Porion,253.5,205.0
Orbitale,421.0,197.5
Pterygoid,337.5,193.5
Basion,257.5,249.0
ANS,449.0,257.5
PNS,341.5,253.5
A point,437.5,269.5
B point,421.0,357.5
Protuberance menti,421.5,373.0
Pogonion,421.5,381.0
Menton,405.5,401.5
Go-1 Corpuus left,297.5,337.5
Go-2 Ramus down,281.0,253.0
Articulare,273.0,229.5
R3,313.0,242.0
R1,345.5,285.0
Maxilla 1 crown,441.5,321.0
Maxilla 1 root,430.0,273.5
Mandible 1 crown,438.0,317.5
Mandible 1 root,418.0,349.5
Maxilla 6 distal,377.0,301.5
Maxilla 6 root,385.5,269.5
Mandible 6 distal,377.0,309.0
Mandible 6 root,369.0,341.0
Glabella,453.5,121.5
Soft tissue naison,449.0,161.5
Dorsum of nose,477.5,221.5
pronasale,484.5,241.5
Colunella,477.0,257.5
Subnasalle,465.5,265.0
Soft tissue A point,465.0,269.5
Labrale superius,469.5,293.5
Upper lip,473.0,305.5
Stms,461.0,317.0
Upper embrasure,445.5,314.0
Lower embrasure,441.5,321.0
Stmi,457.0,317.5
Lower lip,464.5,333.0
Labial Inferius,461.0,341.0
Soft tissue b point,449.0,353.5
Soft tissue pogonion,449.5,381.5
Soft tissue Gnathion,433.0,405.5
Soft tissue Menton,409.5,417.0
Cervical point,341.0,429.5
Nasion,418.0,165.0
Sella,285.0,189.0
Porion,245.5,229.5
Orbitale,405.5,221.0
Pterygoid,321.0,221.5
Basion,241.5,277.0
ANS,437.0,273.5
PNS,329.0,277.5
A point,429.0,288.5
B point,409.5,369.0
Protuberance menti,409.5,381.0
Pogonion,409.0,389.0
Menton,397.5,405.5
Go-1 Corpuus left,285.0,357.0
Go-2 Ramus down,264.5,277.0
Articulare,261.0,257.5
R3,297.5,265.0
R1,329.0,305.0
Maxilla 1 crown,437.0,336.5
Maxilla 1 root,421.5,292.5
Mandible 1 crown,429.5,333.5
Mandible 1 root,409.5,361.5
Maxilla 6 distal,361.5,317.5
Maxilla 6 root,373.0,289.5
Mandible 6 distal,361.5,325.0
Mandible 6 root,353.5,353.5
Glabella,432.5,141.5
Soft tissue naison,429.5,181.0
Dorsum of nose,462.0,237.5
pronasale,473.0,257.5
Colunella,465.5,273.5
Subnasalle,449.5,281.5
Soft tissue A point,449.0,289.0
Labrale superius,457.0,309.5
Upper lip,460.5,321.5
Stms,449.0,333.0
Upper embrasure,437.5,330.0
Lower embrasure,433.0,337.0
Stmi,449.0,333.0
Lower lip,453.5,349.0
Labial Inferius,449.0,357.0
Soft tissue b point,437.5,369.0
Soft tissue pogonion,433.0,389.5
Soft tissue Gnathion,421.0,409.5
Soft tissue Menton,401.0,417.0
Cervical point,333.0,421.0
Nasion,453.0,161.5
Sella,305.5,185.0
Porion,253.5,213.5
Orbitale,425.5,221.5
Pterygoid,341.5,217.5
Basion,253.5,253.5
ANS,449.0,277.5
PNS,345.0,273.5
A point,437.0,289.0
B point,417.5,369.0
Protuberance menti,414.0,385.5
Pogonion,417.0,393.0
Menton,402.0,409.5
Go-1 Corpuus left,289.0,357.5
Go-2 Ramus down,269.0,269.5
Articulare,265.0,245.5
R3,313.5,269.0
R1,341.5,301.5
Maxilla 1 crown,441.0,336.5
Maxilla 1 root,429.5,293.5
Mandible 1 crown,433.5,333.0
Mandible 1 root,413.5,361.5
Maxilla 6 distal,369.0,317.5
Maxilla 6 root,381.5,285.5
Mandible 6 distal,368.5,325.0
Mandible 6 root,357.5,353.0
Glabella,469.5,141.0
Soft tissue naison,461.0,181.0
Dorsum of nose,481.0,241.5
pronasale,485.0,265.5
Colunella,477.0,281.5
Subnasalle,465.0,285.5
Soft tissue A point,461.0,293.0
Labrale superius,465.5,313.5
Upper lip,469.0,321.5
Stms,457.0,333.0
Upper embrasure,441.0,330.5
Lower embrasure,437.5,336.5
Stmi,453.5,333.5
Lower lip,457.5,349.0
Labial Inferius,453.0,357.5
Soft tissue b point,441.5,369.0
Soft tissue pogonion,441.0,393.0
Soft tissue Gnathion,425.0,413.0
Soft tissue Menton,405.5,425.0
Cervical point,345.0,433.0
Nasion,432.5,166.0
Sella,293.5,177.0
Porion,245.0,213.5
Orbitale,405.5,225.0
Pterygoid,329.0,213.0
Basion,241.5,253.0
ANS,425.0,277.5
PNS,325.0,265.5
A point,417.0,289.0
B point,381.5,369.5
Protuberance menti,377.5,385.0
Pogonion,377.0,397.5
Menton,365.5,413.5
Go-1 Corpuus left,281.5,341.0
Go-2 Ramus down,265.0,261.0
Articulare,260.5,237.0
R3,301.0,254.0
R1,322.0,293.0
Maxilla 1 crown,413.0,337.0
Maxilla 1 root,410.0,289.5
Mandible 1 crown,409.5,333.5
Mandible 1 root,381.5,361.5
Maxilla 6 distal,345.0,305.5
Maxilla 6 root,361.0,281.0
Mandible 6 distal,345.0,317.0
Mandible 6 root,337.0,345.0
Glabella,449.0,145.0
Soft tissue naison,441.5,184.5
Dorsum of nose,466.0,245.5
pronasale,473.5,266.0
Colunella,460.5,281.0
Subnasalle,441.5,285.0
Soft tissue A point,437.0,292.5
Labrale superius,441.5,313.0
Upper lip,441.5,321.5
Stms,429.5,333.0
Upper embrasure,417.0,333.5
Lower embrasure,409.0,337.0
Stmi,421.0,337.0
Lower lip,429.0,348.5
Labial Inferius,424.5,357.0
Soft tissue b point,409.0,369.0
Soft tissue pogonion,405.0,393.5
Soft tissue Gnathion,389.0,413.0
Soft tissue Menton,364.5,425.0
Cervical point,332.5,441.0
Nasion,417.5,169.0
Sella,286.0,185.0
Porion,241.5,221.5
Orbitale,401.5,225.0
Pterygoid,321.0,217.5
Basion,241.0,261.0
ANS,425.5,273.5
PNS,325.5,269.5
A point,417.0,285.5
B point,409.5,361.0
Protuberance menti,413.5,377.0
Pogonion,413.0,385.5
Menton,401.5,401.5
Go-1 Corpuus left,286.0,349.5
Go-2 Ramus down,261.5,265.0
Articulare,257.0,245.0
R3,297.0,261.0
R1,329.0,297.0
Maxilla 1 crown,429.0,329.0
Maxilla 1 root,409.5,289.0
Mandible 1 crown,422.0,325.5
Mandible 1 root,405.5,357.5
Maxilla 6 distal,357.0,310.0
Maxilla 6 root,369.0,282.0
Mandible 6 distal,361.0,317.0
Mandible 6 root,349.5,345.5
Glabella,433.5,145.5
Soft tissue naison,429.5,185.5
Dorsum of nose,457.5,241.5
pronasale,466.0,261.5
Colunella,461.0,277.0
Subnasalle,441.0,281.5
Soft tissue A point,441.0,289.0
Labrale superius,449.5,305.5
Upper lip,453.0,317.5
Stms,445.0,325.0
Upper embrasure,429.5,326.0
Lower embrasure,425.5,329.0
Stmi,441.5,325.5
Lower lip,449.0,341.0
Labial Inferius,445.0,345.0
Soft tissue b point,437.0,361.0
Soft tissue pogonion,437.0,385.5
Soft tissue Gnathion,429.0,405.0
Soft tissue Menton,405.0,413.0
Cervical point,349.0,445.5
Nasion,432.5,177.0
Sella,297.5,177.5
Porion,253.5,217.5
Orbitale,409.5,225.5
Pterygoid,333.5,214.0
Basion,249.5,257.5
ANS,445.0,277.5
PNS,341.0,269.5
A point,433.0,289.5
B point,433.0,369.0
Protuberance menti,437.5,385.0
Pogonion,437.0,393.0
Menton,426.0,410.0
Go-1 Corpuus left,313.5,353.5
Go-2 Ramus down,273.0,265.5
Articulare,268.5,241.5
R3,313.0,262.0
R1,345.0,301.0
Maxilla 1 crown,445.0,333.0
Maxilla 1 root,426.0,293.0
Mandible 1 crown,438.0,329.5
Mandible 1 root,429.5,361.5
Maxilla 6 distal,373.0,317.5
Maxilla 6 root,377.0,289.0
Mandible 6 distal,373.5,325.0
Mandible 6 root,373.0,353.5
Glabella,450.0,157.0
Soft tissue naison,441.5,193.0
Dorsum of nose,473.5,245.5
pronasale,481.5,265.0
Colunella,477.0,277.5
Subnasalle,461.0,285.5
Soft tissue A point,461.0,289.0
Labrale superius,469.5,309.5
Upper lip,472.5,317.5
Stms,461.0,329.0
Upper embrasure,445.0,326.0
Lower embrasure,445.0,333.0
Stmi,457.5,329.0
Lower lip,469.0,341.0
Labial Inferius,464.5,349.5
Soft tissue b point,457.0,365.0
